Datei,Shot,Von,Nach,Delta
quantum_log_Cortex Creativus_act_nq4_20250418035829_8648.json,8,4,0,4
quantum_log_Cortex Creativus_act_nq4_20250418035829_8648.json,12,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035829_8648.json,13,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035829_8648.json,14,0,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035829_f75c.json,3,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035829_f75c.json,12,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035829_f75c.json,13,4,1,3
quantum_log_Cortex Criticus_act_nq4_20250418035829_ebe0.json,8,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_59e7.json,2,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_59e7.json,5,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_59e7.json,6,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_59e7.json,11,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_59e7.json,12,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_871f.json,1,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_871f.json,2,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_871f.json,6,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_871f.json,14,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035829_956c.json,3,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035829_956c.json,4,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035829_956c.json,13,0,4,4
quantum_log_Cortex Socialis_act_nq4_20250418035829_956c.json,14,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035829_a1a3.json,3,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035829_a1a3.json,5,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035829_a1a3.json,6,1,4,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035829_a1a3.json,13,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_37a7.json,1,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_37a7.json,2,4,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_37a7.json,6,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_37a7.json,7,4,1,3
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_37a7.json,8,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035829_a2ad.json,3,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035829_a2ad.json,8,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035829_a2ad.json,13,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,2,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,3,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,4,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,5,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,10,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_3f5e.json,11,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035830_4f98.json,7,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_feab.json,3,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_feab.json,8,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_feab.json,9,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_feab.json,14,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,1,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,5,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,7,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,8,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,10,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,11,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_76f8.json,12,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035830_6344.json,7,2,0,2
quantum_log_Cortex Creativus_act_nq4_20250418035830_6344.json,11,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035830_6344.json,14,4,1,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,4,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,6,4,1,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,8,2,0,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,9,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,11,4,0,4
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_4a3b.json,12,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,1,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,2,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,3,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,6,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,8,0,3,3
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,13,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_35b6.json,14,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,4,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,5,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,6,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,7,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,9,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,11,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_84ad.json,14,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035830_bda9.json,1,0,3,3
quantum_log_Meta Cognitio_act_nq4_20250418035830_bda9.json,3,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035830_bda9.json,9,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,3,1,4,3
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,4,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,9,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,10,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,11,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_bea8.json,14,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_70fe.json,2,2,0,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_70fe.json,3,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_70fe.json,4,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035830_8f16.json,3,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035830_dcc9.json,6,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035830_dcc9.json,10,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035830_19e1.json,1,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035830_19e1.json,6,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035830_19e1.json,8,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035830_19e1.json,9,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_71aa.json,1,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_71aa.json,4,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_71aa.json,10,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035830_71aa.json,13,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035830_71aa.json,14,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,2,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,5,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,6,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,10,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,11,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,13,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035830_f07a.json,14,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_5329.json,4,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_5329.json,6,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_5329.json,7,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_5329.json,12,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035830_5329.json,13,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,4,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,6,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,8,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,9,1,4,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,13,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035830_2c75.json,14,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035830_7c13.json,2,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035830_7c13.json,14,2,0,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_d35a.json,11,0,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_d35a.json,13,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035830_d35a.json,14,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_9f29.json,12,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_9f29.json,13,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035830_9f29.json,14,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,1,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,2,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,3,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,4,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,5,0,4,4
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,6,4,1,3
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,12,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035830_708d.json,13,4,1,3
quantum_log_Meta Cognitio_act_nq4_20250418035830_c50c.json,13,1,4,3
quantum_log_Meta Cognitio_act_nq4_20250418035830_c50c.json,14,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,1,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,3,0,3,3
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,6,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,7,1,4,3
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,8,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,10,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035830_3ad5.json,12,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_26b3.json,1,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_26b3.json,2,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_26b3.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_26b3.json,11,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035830_26b3.json,12,0,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035830_4624.json,1,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035830_4624.json,14,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035830_9bfb.json,8,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035830_9bfb.json,13,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,1,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,4,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,8,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,11,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,12,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,13,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_54b4.json,14,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,1,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,2,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,3,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,5,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,6,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,7,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,10,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,11,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,12,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5dfa.json,14,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,1,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,3,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,5,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,6,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,8,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,9,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,11,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,12,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_de4b.json,13,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_9643.json,3,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_9643.json,11,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_9643.json,12,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_1a2d.json,7,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_1a2d.json,8,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_1a2d.json,11,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_1a2d.json,12,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_1a2d.json,14,4,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_8d6d.json,4,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_8d6d.json,8,1,4,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_8d6d.json,9,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035831_b84c.json,3,1,4,3
quantum_log_Cortex Criticus_act_nq4_20250418035831_b84c.json,5,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035831_65ec.json,1,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035831_65ec.json,2,0,4,4
quantum_log_Limbus Affektus_act_nq4_20250418035831_65ec.json,3,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035831_65ec.json,14,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_91ce.json,1,0,3,3
quantum_log_Meta Cognitio_act_nq4_20250418035831_91ce.json,8,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_91ce.json,9,0,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_91ce.json,12,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_15aa.json,1,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_15aa.json,6,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_15aa.json,7,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_15aa.json,12,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035831_15aa.json,13,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035831_b64f.json,2,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035831_b64f.json,11,2,0,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035831_b64f.json,12,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035831_b64f.json,14,2,0,2
quantum_log_Ethik und Moral_act_nq4_20250418035831_1ec6.json,14,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035831_097d.json,3,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035831_097d.json,7,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035831_097d.json,12,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035831_5d03.json,9,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035831_5d03.json,11,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035831_5d03.json,13,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035831_0c51.json,8,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035831_0c51.json,9,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035831_0c51.json,14,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5ea0.json,1,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5ea0.json,2,4,0,4
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5ea0.json,9,0,4,4
quantum_log_Technologie und Innovation_act_nq4_20250418035831_5ea0.json,10,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_6d57.json,3,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_6d57.json,5,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_6d57.json,6,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_6d57.json,12,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035831_6d57.json,13,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_7922.json,5,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_7922.json,9,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_7922.json,13,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035831_7922.json,14,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,1,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,2,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,3,2,4,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,4,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,10,2,0,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,11,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,13,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035831_0fe4.json,14,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_9945.json,2,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_9945.json,8,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_9945.json,10,3,0,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_9945.json,11,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035831_9945.json,13,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035831_c92c.json,2,2,0,2
quantum_log_Cortex Criticus_act_nq4_20250418035831_c92c.json,4,1,4,3
quantum_log_Limbus Affektus_act_nq4_20250418035831_4992.json,9,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035831_4992.json,11,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_28c8.json,1,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_28c8.json,9,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_28c8.json,11,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_28c8.json,13,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035831_28c8.json,14,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_d0f1.json,2,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_d0f1.json,8,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_d0f1.json,9,0,3,3
quantum_log_Cortex Socialis_act_nq4_20250418035831_d0f1.json,10,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035831_d0f1.json,11,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035831_b443.json,4,2,4,2
quantum_log_Ethik und Moral_act_nq4_20250418035831_b443.json,5,4,1,3
